text,label
"([], 'Neural circuit diagrams.')",human_connectome
"(['Hyperactivity of the sympathetic nervous system was considered as one of the factors involved in the pathological mechanisms of premature ejaculation (PE). Sympathetic skin response of the penis (PSSR) was used to evaluate the activity of sympathetic innervations in the penis, which was controlled by the central nervous system (brain). Shorter PSSR was found in PE patients; however, little was known regarding the central neural mechanisms of PE patients with high sympathetic activity.'], 'Graph analysis of DTI-based connectome: decreased local efficiency of subcortical regions in PE patients with high sympathetic activity.')",human_connectome
"(['Human brain is supposed to process information in multiple frequency bands. Therefore, we can extract diverse information from functional Magnetic Resonance Imaging (fMRI) data by processing it at multiple resolutions. We propose a framework, called Hierarchical Multi-resolution Mesh Networks (HMMNs), which establishes a set of brain networks at multiple resolutions of fMRI signal to represent the underlying cognitive process. Our framework, first, decomposes the fMRI signal into various frequency subbands using wavelet transform. Then, a brain network is formed at each subband by ensembling a set of local meshes. Arc weights of each local mesh are estimated by ridge regression. Finally, adjacency matrices of mesh networks obtained at different subbands are used to train classifiers in an ensemble learning architecture, called fuzzy stacked generalization (FSG). Our decoding performances on Human Connectome Project task-fMRI dataset reflect that HMMNs can successfully discriminate tasks with 99% accuracy, across 808 subjects. Diversity of information embedded in mesh networks of multiple subbands enables the ensemble of classifiers to collaborate with each other for brain decoding. The suggested HMMNs decode the cognitive tasks better than a single classifier applied to any subband. Also mesh networks have a better representation power compared to pairwise correlations or average voxel time series. Moreover, fusion of diverse information using FSG outperforms fusion with majority voting. We conclude that, fMRI data, recorded during a cognitive task, provide diverse information in multi-resolution mesh networks. Our framework fuses this complementary information and boosts the brain decoding performances obtained at individual subbands.'], 'Hierarchical multi-resolution mesh networks for brain decoding.')",human_connectome
"(['Various studies in the brain mapping field have demonstrated that there exist multiple concurrent functional networks that are spatially overlapped and interacting with each other during specific task performance to jointly realize the total brain function. Assessing such spatial overlap patterns of functional networks (SOPFNs) based on functional magnetic resonance imaging (fMRI) has thus received increasing interest for brain function studies. However, there are still two crucial issues to be addressed. First, the SOPFNs are assessed over the entire fMRI scan assuming the temporal stationarity, while possibly time-dependent dynamics of the SOPFNs is not sufficiently explored. Second, the SOPFNs are assessed within individual subjects, while group-wise consistency of the SOPFNs is largely unknown.'], 'Temporal Dynamics Assessment of Spatial Overlap Pattern of Functional Brain Networks Reveals Novel Functional Architecture of Cerebral Cortex.')",human_connectome
"(['Magnetic resonance imaging has become an indispensable tool for studying associations of structural and functional properties of the brain with behavior in humans. However, generally recognized standards for assessing and reporting the reliability of these techniques are still lacking. Here, we introduce a new approach for assessing and reporting reliability, termed intra-class effect decomposition (ICED). ICED uses structural equation modeling of data from a repeated-measures design to decompose reliability into orthogonal sources of measurement error that are associated with different characteristics of the measurements, for example, session, day, or scanning site. This allows researchers to describe the magnitude of different error components, make inferences about error sources, and inform them in planning future studies. We apply ICED to published measurements of myelin content and resting state functional connectivity. These examples illustrate how longitudinal data can be leveraged separately or conjointly with cross-sectional data to obtain more precise estimates of reliability.'], 'Assessing reliability in neuroimaging research through intra-class effect decomposition (ICED).')",human_connectome
"([""Studies consistently implicate aberrance of the brain's reward-processing and decision-making networks in disorders featuring high levels of impulsivity, such as attention-deficit hyperactivity disorder, substance use disorder, and psychopathy. However, less is known about the neurobiological determinants of individual differences in impulsivity in the general population. In this study of 105 healthy adults, we examined relationships between impulsivity and three neurobiological metrics - gray matter volume, resting-state functional connectivity, and spontaneous eye-blink rate, a physiological indicator of central dopaminergic activity. Impulsivity was measured both by performance on a task of behavioral inhibition (go/no-go task) and by self-ratings of attentional, motor, and non-planning impulsivity using the Barratt Impulsiveness Scale (BIS-11). Overall, we found that less gray matter in medial orbitofrontal cortex and paracingulate gyrus, greater resting-state functional connectivity between nodes of the basal ganglia-thalamo-cortical network, and lower spontaneous eye-blink rate were associated with greater impulsivity. Specifically, less prefrontal gray matter was associated with higher BIS-11 motor and non-planning impulsivity scores, but was not related to task performance; greater correlated resting-state functional connectivity between the basal ganglia and thalamus, motor cortices, and prefrontal cortex was associated with worse no-go trial accuracy on the task and with higher BIS-11 motor impulsivity scores; lower spontaneous eye-blink rate was associated with worse no-go trial accuracy and with higher BIS-11 motor impulsivity scores. These data provide evidence that individual differences in impulsivity in the general population are related to variability in multiple neurobiological metrics in the brain's reward-processing and decision-making networks.""], 'Neurobiological correlates of impulsivity in healthy adults: Lower prefrontal gray matter volume and spontaneous eye-blink rate but greater resting-state functional connectivity in basal ganglia-thalamo-cortical circuitry.')",human_connectome
"(['In this paper we propose a novel algorithm which leverages models of white matter fibre dispersion to improve tractography. Tractography methods exploit directional information from diffusion weighted magnetic resonance (DW-MR) imaging to infer connectivity between different brain regions. Most tractography methods use a single direction (e.g. the principal eigenvector of the diffusion tensor) or a small set of discrete directions (e.g. from the peaks of an orientation distribution function) to guide streamline propagation. This strategy ignores the effects of within-bundle orientation dispersion, which arises from fanning or bending at the sub-voxel scale, and can lead to missing connections. Various recent DW-MR imaging techniques estimate the fibre dispersion in each bundle directly and model it as a continuous distribution. Here we introduce an algorithm to exploit this information to improve tractography. The algorithm further uses a particle filter to probe local neighbourhood structure during streamline propagation. Using information gathered from neighbourhood structure enables the algorithm to resolve ambiguities between converging and diverging fanning structures, which cannot be distinguished from isolated orientation distribution functions. We demonstrate the advantages of the new approach in synthetic experiments and in vivo data. Synthetic experiments demonstrate the effectiveness of the particle filter in gathering and exploiting neighbourhood information in recovering various canonical fibre configurations and experiments with in vivo brain data demonstrate the advantages of utilising dispersion in tractography, providing benefits in practical situations.'], 'Beyond crossing fibers: tractography exploiting sub-voxel fibre dispersion and neighbourhood structure.')",human_connectome
"(['22q11.2 deletion syndrome (22q11DS) is the third-largest known genetic risk factor for the development of psychosis. Dysconnectivity has consistently been implicated in the physiopathology of psychosis. Structural covariance of cortical morphology is a method of exploring connectivity among brain regions that to date has not been employed in 22q11DS.'], 'Cortical Dysconnectivity Measured by Structural Covariance Is Associated With the Presence of Psychotic Symptoms in 22q11.2 Deletion Syndrome.')",human_connectome
"(['Several methods have been applied to EEG or MEG signals to detect functional networks. In recent works using MEG/EEG and fMRI data, temporal ICA analysis has been used to extract spatial maps of resting-state networks with or without an atlas-based parcellation of the cortex. Since the links between the fMRI signal and the electromagnetic signals are not fully established, and to avoid any bias, we examined whether EEG alone was able to derive the spatial distribution and temporal characteristics of functional networks. To do so, we propose a two-step original method: 1) An individual multi-frequency data analysis including EEG-based source localisation and spatial independent component analysis, which allowed us to characterize the resting-state networks. 2) A group-level analysis involving a hierarchical clustering procedure to identify reproducible large-scale networks across the population. Compared with large-scale resting-state networks obtained with fMRI, the proposed EEG-based analysis revealed smaller independent networks thanks to the high temporal resolution of EEG, hence hierarchical organization of networks. The comparison showed a substantial overlap between EEG and fMRI networks in motor, premotor, sensory, frontal, and parietal areas. However, there were mismatches between EEG-based and fMRI-based networks in temporal areas, presumably resulting from a poor sensitivity of fMRI in these regions or artefacts in the EEG signals. The proposed method opens the way for studying the high temporal dynamics of networks at the source level thanks to the high temporal resolution of EEG. It would then become possible to study detailed measures of the dynamics of connectivity.'], 'Large-Scale Functional Networks Identified from Resting-State EEG Using Spatial ICA.')",human_connectome
"([""Following severe injuries that result in disorders of consciousness, recovery can occur over many months or years post-injury. While post-injury synaptogenesis, axonal sprouting and functional reorganization are known to occur, the network-level processes underlying recovery are poorly understood. Here, we test a network-level functional rerouting hypothesis in recovery of patients with disorders of consciousness following severe brain injury. This hypothesis states that the brain recovers from injury by restoring normal functional connections via alternate structural pathways that circumvent impaired white matter connections. The so-called network diffusion model, which relates an individual's structural and functional connectomes by assuming that functional activation diffuses along structural pathways, is used here to capture this functional rerouting. We jointly examined functional and structural connectomes extracted from MRIs of 12 healthy and 16 brain-injured subjects. Connectome properties were quantified via graph theoretic measures and network diffusion model parameters. While a few graph metrics showed groupwise differences, they did not correlate with patients' level of consciousness as measured by the Coma Recovery Scale - Revised. There was, however, a strong and significant partial Pearson's correlation (accounting for age and years post-injury) between level of consciousness and network diffusion model propagation time (r\xa0=\xa00.76, p\xa0<\xa00.05, corrected), i.e. the time functional activation spends traversing the structural network. We concluded that functional rerouting via alternate (and less efficient) pathways leads to increases in network diffusion model propagation time. Simulations of injury and recovery in healthy connectomes confirmed these results. This work establishes the feasibility for using the network diffusion model to capture network-level mechanisms in recovery of consciousness after severe brain injury.""], 'The application of a mathematical model linking structural and functional connectomes in severe brain injury.')",human_connectome
"([""Schizophrenia is a heterogeneous disorder that exhibits variable responsiveness to treatment between individuals. Here we conducted a resting-state functional magnetic resonance imaging (rs-fMRI) study to determine whether resistance to first-line antipsychotics is reflected in resting-state connectivity. rs-fMRI data were collected from 15 people who had failed to respond to first-line antipsychotics (clozapine-eligible) and 10 first-line treatment responders (FLR). Image pre-processing and analysis were performed using FMRIB's software library (FSL). Data was decomposed into spatial and temporal components using independent components analysis. Connectivity within each independent component was compared between groups using t-tests and the Bonferroni correction for multiple comparisons. Gender was added as a covariate. Clozapine-eligible individuals exhibited enhanced functional connectivity within the sensorimotor network compared with FLR. Those eligible for clozapine showed additional connectivity with the precuneus compared with FLR. No other comparisons reached statistical significance and no effect of gender was observed. These data reveal differences in functional connectivity between FLR and those eligible for clozapine and suggest that greater connectivity between the SMN and precuneus may be indicative of treatment resistance in people with schizophrenia.""], 'Increased sensorimotor network connectivity associated with clozapine eligibility in people with schizophrenia.')",human_connectome
"(['Dynamic functional connectivity metrics have much to offer to the neuroscience of individual differences of cognition. Yet, despite the recent expansion in dynamic connectivity research, limited resources have been devoted to the study of the reliability of these connectivity measures. To address this, resting-state functional magnetic resonance imaging data from 100 Human Connectome Project subjects were compared across 2 scan days. Brain states (i.e., patterns of coactivity across regions) were identified by classifying each time frame using k means clustering. This was done with and without global signal regression (GSR). Multiple gauges of reliability indicated consistency in the brain-state properties across days and GSR attenuated the reliability of the brain states. Changes in the brain-state properties across the course of the scan were investigated as well. The results demonstrate that summary metrics describing the clustering of individual time frames have adequate test/retest reliability, and thus, these patterns of brain activation may hold promise for individual-difference research.'], 'Investigating the Intersession Reliability of Dynamic Brain-State Properties.')",human_connectome
"([""Global signal regression is a controversial processing step for resting-state functional magnetic resonance imaging, partly because the source of the global blood oxygen level-dependent (BOLD) signal remains unclear. On the one hand, nuisance factors such as motion can readily introduce coherent BOLD changes across the whole brain. On the other hand, the global signal has been linked to neural activity and vigilance levels, suggesting that it contains important neurophysiological information and should not be discarded. Any widespread pattern of coordinated activity is likely to contribute appreciably to the global signal. Such patterns may include large-scale quasiperiodic spatiotemporal patterns, known also to be tied to performance on vigilance tasks. This uncertainty surrounding the separability of the global BOLD signal from concurrent neurological processes motivated an examination of the global BOLD signal's spatial distribution. The results clarify that although the global signal collects information from all tissue classes, a diverse subset of the BOLD signal's independent components contribute the most to the global signal. Further, the timing of each network's contribution to the global signal is not consistent across volunteers, confirming the independence of a constituent process that comprises the global signal.""], 'The Not-So-Global Blood Oxygen Level-Dependent Signal.')",human_connectome
"(['We exploit flow propagation on the directed neuronal network of the nematode C. elegans to reveal dynamically relevant features of its connectome. We find flow-based groupings of neurons at different levels of granularity, which we relate to functional and anatomical constituents of its nervous system. A systematic in silico evaluation of the full set of single and double neuron ablations is used to identify deletions that induce the most severe disruptions of the multi-resolution flow structure. Such ablations are linked to functionally relevant neurons, and suggest potential candidates for further in vivo investigation. In addition, we use the directional patterns of incoming and outgoing network flows at all scales to identify flow profiles for the neurons in the connectome, without pre-imposing a priori categories. The four flow roles identified are linked to signal propagation motivated by biological input-response scenarios.'], 'Flow-Based Network Analysis of the Caenorhabditis elegans Connectome.')",human_connectome
"(['A network approach to brain and dynamics opens new perspectives towards understanding of its function. The functional connectivity from functional MRI recordings in humans is widely explored at large scale, and recently also at the voxel level. The networks of dynamical directed connections are far less investigated, in particular at the voxel level. To reconstruct full brain effective connectivity network and study its topological organization, we present a novel approach to multivariate Granger causality which integrates information theory and the architecture of the dynamical network to efficiently select a limited number of variables. The proposed method aggregates conditional information sets according to community organization, allowing to perform Granger causality analysis avoiding redundancy and overfitting even for high-dimensional and short datasets, such as time series from individual voxels in fMRI. We for the first time depicted the voxel-wise hubs of incoming and outgoing information, called Granger causality density (GCD), as a complement to previous repertoire of functional and anatomical connectomes. Analogies with these networks have been presented in most part of default mode network; while differences suggested differences in the specific measure of centrality. Our findings could open the way to a new description of global organization and information influence of brain function. With this approach is thus feasible to study the architecture of directed networks at the voxel level and individuating hubs by investigation of degree, betweenness and clustering coefficient.'], 'Mapping the voxel-wise effective connectome in resting state FMRI.')",human_connectome
"(['Brain connectomes are topologically complex systems, anatomically embedded in 3D space. Anatomical conservation of ""wiring cost"" explains many but not all aspects of these networks. Here, we examined the relationship between topology and wiring cost in the mouse connectome by using data from 461 systematically acquired anterograde-tracer injections into the right cortical and subcortical regions of the mouse brain. We estimated brain-wide weights, distances, and wiring costs of axonal projections and performed a multiscale topological and spatial analysis of the resulting weighted and directed mouse brain connectome. Our analysis showed that the mouse connectome has small-world properties, a hierarchical modular structure, and greater-than-minimal wiring costs. High-participation hubs of this connectome mediated communication between functionally specialized and anatomically localized modules, had especially high wiring costs, and closely corresponded to regions of the default mode network. Analyses of independently acquired histological and gene-expression data showed that nodal participation colocalized with low neuronal density and high expression of genes enriched for cognition, learning and memory, and behavior. The mouse connectome contains high-participation hubs, which are not explained by wiring-cost minimization but instead reflect competitive selection pressures for integrated network topology as a basis for higher cognitive and behavioral functions.'], 'Wiring cost and topological participation of the mouse brain connectome.')",human_connectome
"(['Pathophysiological concepts in delirium are not sufficient to define objective biomarkers suited to improve clinical approaches. Advances in neuroimaging have revalued electroencephalography (EEG) as a tool to assess oscillatory network activity in neuropsychiatric disease. Yet, research in the field is limited to small populations and largely confined to postoperative delirium, which impedes generalizability of findings and planning of prospective studies in other populations. This study aimed to assess effect sizes of connectivity measures in a large mixed population to demonstrate that there are measurable EEG differences between delirium and control patients.'], 'Delirium is associated with frequency band specific dysconnectivity in intrinsic connectivity networks: preliminary evidence from a large retrospective pilot case-control study.')",human_connectome
"([""Target identification and contact selection are known contributors to variability in efficacy across different clinical indications of deep brain stimulation surgery. A retrospective analysis of responders to subcallosal cingulate deep brain stimulation (SCC DBS) for depression demonstrated the common impact of the electrical stimulation on a stereotypic connectome of converging white matter bundles (forceps minor, uncinate fasciculus, cingulum and fronto-striatal fibers). To test the utility of a prospective connectomic approach for SCC DBS surgery, this pilot study used the four-bundle tractography 'connectome blueprint' to plan surgical targeting in 11 participants with treatment-resistant depression. Before surgery, targets were selected individually using deterministic tractography. Selection of contacts for chronic stimulation was made by matching the post-operative probabilistic tractography map to the pre-surgical deterministic tractography map for each subject. Intraoperative behavioral responses were used as a secondary verification of location. A probabilistic tract map of all participants demonstrated inclusion of the four bundles as intended, matching the connectome blueprint previously defined. Eight of 11 patients (72.7%) were responders and 5 were remitters after 6 months of open-label stimulation. At one year, 9 of 11 patients (81.8%) were responders, with 6 of them in remission. These results support the utility of a group probabilistic tractography map as a connectome blueprint for individualized, patient-specific, deterministic tractography targeting, confirming retrospective findings previously published. This new method represents a connectomic approach to guide future SCC DBS studies.""], 'A connectomic approach for subcallosal cingulate deep brain stimulation surgery: prospective targeting in treatment-resistant depression.')",human_connectome
"(['The human brain is remarkably complex with connectivity constituting its basic organizing principle. Although long-range connectivity has been focused on in most research, short-range connectivity is characterized by unique and spatiotemporally heterogeneous dynamics from infancy to adulthood. Alterations in the maturational dynamics of short-range connectivity has been associated with neuropsychiatric disorders, such as autism and schizophrenia. Recent advances in neuroimaging techniques, especially diffusion magnetic resonance imaging (dMRI), resting-state functional MRI (rs-fMRI), electroencephalography (EEG) and magnetoencephalography (MEG), have made quantification of short-range connectivity possible in pediatric populations. This review summarizes findings on the development of short-range functional and structural connections at the macroscale. These findings suggest an inverted U-shaped pattern of maturation from primary to higher-order brain regions, and possible ""hyper-"" and ""hypo-"" short-range connections in autism and schizophrenia, respectively. The precisely balanced short- and long-range connections contribute to the integration and segregation of the connectome during development. The mechanistic relationship among short-range connectivity maturation, the developmental connectome and emerging brain functions needs further investigation, including the refinement of methodological approaches.'], 'Short-range connections in the developmental connectome during typical and atypical brain maturation.')",human_connectome
"(['Electroconvulsive therapy (ECT) works rapidly and has been widely used to treat depressive disorders (DEP). However, identifying biomarkers predictive of response to ECT remains a priority to individually tailor treatment and understand treatment mechanisms. This study used a connectome-based predictive modeling (CPM) approach in 122 patients with DEP to determine if pre-ECT whole-brain functional connectivity (FC) predicts depressive rating changes and remission status after ECT (47 of 122 total subjects or 38.5% of sample), and whether pre-ECT and longitudinal changes (pre/post-ECT) in regional brain network biomarkers are associated with treatment-related changes in depression ratings. Results show the networks with the best predictive performance of ECT response were negative (anti-correlated) FC networks, which predict the post-ECT depression severity (continuous measure) with a 76.23% accuracy for remission prediction. FC networks with the greatest predictive power were concentrated in the prefrontal and temporal cortices and subcortical nuclei, and include the inferior frontal (IFG), superior frontal (SFG), superior temporal (STG), inferior temporal gyri (ITG), basal ganglia (BG), and thalamus (Tha). Several of these brain regions were also identified as nodes in the FC networks that show significant change pre-/post-ECT, but these networks were not related to treatment response. This study design has limitations regarding the longitudinal design and the absence of a control group that limit the causal inference regarding mechanism of post-treatment status. Though predictive biomarkers remained below the threshold of those recommended for potential translation, the analysis methods and results demonstrate the promise and generalizability of biomarkers for advancing personalized treatment strategies.'], 'Preliminary prediction of individual response to electroconvulsive therapy using whole-brain functional magnetic resonance imaging data.')",human_connectome
"(['In personality neuroscience, the openness-brain association has been a topic of interest. Previous studies usually started from difference in openness trait and used it to infer brain functional activity characteristics, but no study has used a ""brain-first"" research strategy to explore that association based on more objective brain imaging data. In this study, we used a fully data-driven approach to discover and validate the association between openness and the resting-state brain network. We collected data of 120 subjects as a discovery sample and 56 subjects as a validation sample. The Neuroticism Extraversion Openness Five-Factor Inventory (NEO-FFI) was used to measure the personality characteristics of all the subjects. Using an exploratory approach based on independent component analysis of resting-state functional magnetic resonance imaging (fMRI) data, we identified a parietal network that consisted of the precuneus and inferior parietal lobe. The inter-subject similarity of the parietal memory network exhibited significant associations with openness trait, and this association was validated using the 56-subject independent sample. This finding connects the openness trait to the characteristics of a neural network and helps to understand the underlying biology of the openness trait.'], 'Connecting Openness and the Resting-State Brain Network: A Discover-Validate Approach.')",human_connectome
"(['Alterations in resting-state functional connectivity (rsFC) have been demonstrated in Posttraumatic Stress Disorder (PTSD). However, such reports have primarily focused on adult participants, whereas findings in adolescents with PTSD are mixed and not entirely consistent with the adult literature. Here, we examined rsFC in a non-treatment seeking adolescent sample with posttraumatic stress symptoms (PTSS; n\xa0=\xa059) relative to asymptomatic controls (n\xa0=\xa0226). We also examined differences between trauma-exposed and non-exposed control subgroups (TEC n\xa0=\xa073 and Non-TEC n\xa0=\xa0153) to examine alterations associated with more general trauma exposure. Finally, we compared the PTSS and TEC groups, to confirm that the reported alterations in PTSS were not driven by trauma exposure. Using a seed-based approach, we examined connectivity of default-mode (DMN) and salience (SN) networks, where alterations have been previously reported. Results suggest that PTSS are associated with less within-DMN connectivity and greater SN-DMN connectivity, as well as altered connectivity with attention regions. Trauma exposure is associated with greater within-SN connectivity. Additionally, we report findings from exploratory connectome-based analysis, which demonstrate a number of topological alterations within DMN in the PTSS group. Overall, our findings replicate prior reports of altered rsFC in PTSD and extend them to non-treatment seeking, trauma-exposed adolescents, who did or did not report PTSS. They specifically highlight SN-DMN desegregation, lower within-DMN and greater within-SN connectivity, as well as altered connectivity with attention regions, in trauma-exposed adolescents. Future research is required to confirm that adolescents with diagnosed PTSD have similar/exacerbated connectivity patterns.'], 'Altered resting-state functional connectivity in adolescents is associated with PTSD symptoms and trauma exposure.')",human_connectome
"([""Information flow among auditory and language processing-related regions implicated in the pathophysiology of auditory verbal hallucinations (AVHs) in schizophrenia (SZ) remains unclear. In this study, we used stochastic dynamic causal modeling (sDCM) to quantify connections among the left dorsolateral prefrontal cortex (inner speech monitoring), auditory cortex (auditory processing), hippocampus (memory retrieval), thalamus (information filtering), and Broca's area (language production) in 17 first-episode drug-naïve SZ patients with AVHs, 15 without AVHs, and 19 healthy controls using resting-state functional magnetic resonance imaging. Finally, we performed receiver operating characteristic (ROC) analysis and correlation analysis between image measures and symptoms. sDCM revealed an increased sensitivity of auditory cortex to its thalamic afferents and a decrease in hippocampal sensitivity to auditory inputs in SZ patients with AVHs. The area under the ROC curve showed the diagnostic value of these two connections to distinguish SZ patients with AVHs from those without AVHs. Furthermore, we found a positive correlation between the strength of the connectivity from Broca's area to the auditory cortex and the severity of AVHs. These findings demonstrate, for the first time, augmented AVH-specific excitatory afferents from the thalamus to the auditory cortex in SZ patients, resulting in auditory perception without external auditory stimuli. Our results provide insights into the neural mechanisms underlying AVHs in SZ. This thalamic-auditory cortical-hippocampal dysconnectivity may also serve as a diagnostic biomarker of AVHs in SZ and a therapeutic target based on direct in vivo evidence.""], 'Abnormal Effective Connectivity in the Brain is Involved in Auditory Verbal Hallucinations in Schizophrenia.')",human_connectome
"(['Here, we report the findings after application of neurobiotin tracing to pallial and stellar nerves in the mantle of the cephalopod mollusk Octopus vulgaris and to the axial nerve cord in its arm. Neurobiotin backfilling is a known technique in other molluscs, but it is applied to octopus for the first time to be best of our knowledge. Different neural tracing techniques have been carried out in cephalopods to study the intricate neural connectivity of their nervous system, but mapping the nervous connections in this taxon is still incomplete, mainly due to the absence of a reliable tracing method allowing whole-mount imaging. In our experiments, neurobiotin backfilling allowed: (1) imaging of large/thick samples (larger than 2\xa0mm) through optical clearing; (2) additional application of immunohistochemistry on the backfilled tissues, allowing identification of neural structures by coupling of a specific antibody. This work opens a series of future studies aimed to the identification of the neural diagram and connectome of octopus nervous system.'], 'Neural pathways in the pallial nerve and arm nerve cord revealed by neurobiotin backfilling in the cephalopod mollusk Octopus vulgaris.')",human_connectome
"(['Accurate determination of the epileptogenic focus is of paramount diagnostic and therapeutic importance in epilepsy. The current gold standard for focus localization is from ictal (seizure) onset and thus requires the occurrence and recording of multiple typical seizures of a patient. Localization of the focus from seizure-free (interictal) periods remains a challenging problem, especially in the absence of interictal epileptiform activity.'], 'The Concept of Effective Inflow: Application to Interictal Localization of the Epileptogenic Focus From iEEG.')",human_connectome
"(['This study examined whether the association between age and amygdala-medial prefrontal cortex (mPFC) connectivity in typically developing 6- to 10-year-old children is correlated with parental care. Resting-state functional magnetic resonance imaging scans were acquired from 124 children of the Generation R Study who at 4 years old had been observed interacting with their parents to assess maternal and paternal sensitivity. Amygdala functional connectivity was assessed using a general linear model with the amygdalae time series as explanatory variables. Higher level analyses assessing Sensitivity × Age as well as exploratory Sensitivity × Age × Gender interaction effects were performed restricted to voxels in the mPFC. We found significant Sensitivity × Age interaction effects on amygdala-mPFC connectivity. Age was related to stronger amygdala-mPFC connectivity in children with a lower combined parental sensitivity score (b = 0.11, p = .004, b = 0.06, p = .06, right and left amygdala, respectively), but not in children with a higher parental sensitivity score, (b = -0.07, p = .12, b = -0.06, p = .12, right and left amygdala, respectively). A similar effect was found for maternal sensitivity, with stronger amygdala-mPFC connectivity in children with less sensitive mothers. Exploratory (parental, maternal, paternal) Sensitivity × Age × Gender interaction analyses suggested that this effect was especially pronounced in girls. Amygdala-mPFC resting-state functional connectivity has been shown to increase from age 10.5 years onward, implying that the positive association between age and amygdala-mPFC connectivity in 6- to 10-year-old children of less sensitive parents represents accelerated development of the amygdala-mPFC circuit.'], 'Insensitive parenting may accelerate the development of the amygdala-medial prefrontal cortex circuit.')",human_connectome
"(['Previous structural brain connectivity studies have mainly focussed on the macroscopic scale of around 1,000 or fewer brain areas (network nodes). However, it has recently been demonstrated that high resolution structural connectomes of around 50,000 nodes can be generated reproducibly. In this study, we infer high resolution brain connectivity matrices using diffusion imaging data from the Human Connectome Project. With such high resolution we are able to analyse networks within brain areas in a single subject. We show that the global network has a scale invariant topological organisation, which means there is a hierarchical organisation of the modular architecture. Specifically, modules within brain areas are spatially localised. We find that long range connections terminate between specific modules, whilst short range connections via highly curved association fibers terminate within modules. We suggest that spatial locations of white matter modules overlap with cytoarchitecturally distinct grey matter areas and may serve as the structural basis for function specialisation within brain areas. Future studies might elucidate how brain diseases change this modular architecture within brain areas.'], 'Within brain area tractography suggests local modularity using high resolution connectomics.')",human_connectome
"(['Disturbed hypothalamus-pituitary-adrenal axis function, which leads to excessive and prolonged hypercortisolemia, is a core feature of major depressive disorder (MDD). However, the relationships between depression, brain structure and function, and cortisol levels are unclear. The current study examined the whole-brain functional connectivity pattern of patients with MDD and evaluated the association between functional connectivity and serum cortisol levels in MDD. A total of 93 unmedicated patients with MDD and 139 healthy control subjects underwent resting-state functional magnetic resonance imaging. Voxel-wise whole-brain connectivity was analyzed by using a graph theory approach: functional connectivity strength (FCS). A seed-based resting-state functional connectivity analysis was further performed to investigate abnormal functional connectivity patterns of those regions with changed FCS. Morning blood samples were drawn for cortisol measurements in some subjects (including 53 MDD patients and 30 controls). The MDD patients had a significantly lower FCS in the left posterior lobes of the cerebellum (mainly lobule Crus II) (p\u202f<\u202f0.05, TFCE corrected). The seed-based functional connectivity analysis revealed decreased functional connectivity between the left posterior cerebellum and the left medial orbitofrontal cortex (OFC) (p\u202f<\u202f0.05, TFCE corrected). Moreover, the functional connectivity between the left posterior cerebellum and the left medial OFC were significantly positively correlated with the serum cortisol levels in MDD patients. Our results suggest that cerebellar dysconnectivity, in particular distributed cerebellar-OFC functional connectivity, may be associated with serum cortisol levels in MDD patients.'], 'Association between resting-state brain functional connectivity and cortisol levels in unmedicated major depressive disorder.')",human_connectome
"(['The connectivity of neuronal systems is their most fundamental characteristic. Here, we focus on recent developments in understanding structural and functional connectivity at the macroscale, which is accessible with current imaging technology. Structural connectivity is examined via diffusion weighted imaging methods, of which diffusion tensor imaging is the most frequently used. Many cross-sectional and an increasing number of longitudinal studies using diffusion tensor imaging have been recently conducted over the period of development starting with newborns. Functional connectivity has been studied through task-based functional magnetic resonance imaging, and increasingly through studies on task-free functional imaging, also known as resting state functional imaging. The study of intrinsic functional connectivity beginning during fetal life reveals the developmental organization of intrinsic connectivity networks such as the default mode network, the dorsal attention network, the frontal-parietal executive control network, as well as primary cortical networks. As methods of examining both structural and functional connectivity mature, they increasingly inform our understanding of the development of connectivity in service of the long-term goal of delineating the substrates of much of developmental psychopathology.'], 'Connectivity.')",human_connectome
"(['The dopamine hypothesis of schizophrenia implies that alterations in the dopamine system cause functional abnormalities in the brain that may converge to aberrant salience attribution and eventually lead to psychosis. Indeed, widespread brain disconnectivity across the psychotic spectrum has been revealed by resting-state functional magnetic resonance imaging (rs-fMRI). However, the dopaminergic involvement in intrinsic functional connectivity (iFC) and its putative relationship to the development of psychotic spectrum disorders remains partly unclear-in particular at the low-end of the psychosis continuum. Therefore, we investigated dopamine-induced changes in striatal iFC and their modulation by psychometrically assessed schizotypy. Our randomized, double-blind placebo-controlled study design included 54 healthy, right-handed male participants. Each participant was assessed with the Schizotypal Personality Questionnaire (SPQ) and underwent 10 minutes of rs-fMRI scanning. Participants then received either a placebo or 200 mg of L-DOPA, a dopamine precursor. We analyzed iFC of 6 striatal seeds that are known to evoke modulation of dopamine-related networks. The main effect of L-DOPA was a significant functional decoupling from the right ventral caudate to both occipital fusiform gyri. This dopamine-induced decoupling emerged primarily in participants with low SPQ scores, while participants with high positive SPQ scores showed decoupling indifferently of the L-DOPA challenge. Taken together, these findings demonstrate that schizotypal traits may be the result of dopamine-induced striato-occipital decoupling.'], 'Schizotypal Traits are Linked to Dopamine-Induced Striato-Cortical Decoupling: A Randomized Double-Blind Placebo-Controlled Study.')",human_connectome
